PMID,Diagnostic criteria,Prevalence or Incidence,"Type (Any, early to intermediate, late-wet, late-dry)",Sex,Age,End hypothesized 95,age_start,age_end,Region,Nation,Ethnicity,First authors,Period,year_start,year_end,Sample size,Patients with AMD,proportion,standard error,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,,,Late,,80+,80-95,80.0,95.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,155.0,14.0,0.09032258064516129,0.023023748198364117,,,,
,,,Any,,40+,40-95,40.0,95.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,4932.0,49.0,0.009935117599351177,0.0014122344461554523,,,,
,,,Any,,40-49,40-49,40.0,49.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,1082.0,76.0,0.07024029574861368,0.007768995955282682,,,,
,,,Any,,50-59,50-59,50.0,59.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,1688.0,170.0,0.10071090047393365,0.007324899712998644,,,,
,,,Any,,60-69,60-69,60.0,69.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,1428.0,226.0,0.15826330532212884,0.009658599146482857,,,,
,,,Any,,70-79,70-79,70.0,79.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,579.0,164.0,0.28324697754749567,0.018725271650166946,,,,
,,,Any,,80+,80-95,80.0,95.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,155.0,60.0,0.3870967741935484,0.03912369644143966,,,,
,,,Any,,40+,40-95,40.0,95.0,Asia,Russia,NR,"Bikbov MM et al., 2020",2015-2017,2015.0,2017.0,4932.0,695.0,0.14091646390916465,0.0049543539738860784,,,,
31960781.0,International classification and grading system for ARM,Prevalence,Early to intermediate,,50-59,50-59,50.0,59.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,998.0,106.0,0.1062124248496994,0.009753029725932151,,,,
,,,Early to intermediate,,60-69,60-69,60.0,69.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,787.0,113.0,0.14358322744599747,0.012499915336037979,,,,
,,,Early to intermediate,,70-79,70-79,70.0,79.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,378.0,63.0,0.16666666666666666,0.01916848775950984,,,,
,,,Early to intermediate,,80+,80-95,80.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,112.0,20.0,0.17857142857142858,0.036189441222222216,,,,
,,,Early to intermediate,Male,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,955.0,117.0,0.1225130890052356,0.010609865606899648,,,,
,,,Early to intermediate,Female,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,1320.0,185.0,0.14015151515151514,0.009554828541040077,,,,
,,,Early to intermediate,,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,2275.0,302.0,0.13274725274725274,0.007113689623498962,,,,
,,,Late,,50-59,50-59,50.0,59.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,998.0,5.0,0.00501002004008016,0.0022349294302941524,,,,
,,,Late,,60-69,60-69,60.0,69.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,787.0,3.0,0.0038119440914866584,0.0021966282275746934,,,,
,,,Late,,70-79,70-79,70.0,79.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,378.0,3.0,0.007936507936507936,0.004563925657026152,,,,
,,,Late,,80+,80-95,80.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,112.0,3.0,0.026785714285714284,0.015256216471818476,,,,
,,,Late,Male,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,955.0,8.0,0.008376963350785341,0.0029492726649382166,,,,
,,,Late,Female,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,1320.0,6.0,0.004545454545454545,0.0018514518030760207,,,,
,,,Late,,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,2275.0,14.0,0.006153846153846154,0.0016396161881837659,,,,
,,,Any,,50-59,50-59,50.0,59.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,998.0,111.0,0.11122244488977956,0.009952392318847566,,,,
,,,Any,,60-69,60-69,60.0,69.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,787.0,116.0,0.1473951715374841,0.012636539410197059,,,,
,,,Any,,70-79,70-79,70.0,79.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,378.0,66.0,0.1746031746031746,0.01952592267069545,,,,
,,,Any,,80+,80-95,80.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,112.0,23.0,0.20535714285714285,0.03817085494554782,,,,
,,,Any,Male,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,955.0,125.0,0.13089005235602094,0.01091412680552012,,,,
,,,Any,Female,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,1320.0,191.0,0.14469696969696969,0.009682840048621313,,,,
,,,Any,,50+,50-95,50.0,95.0,Asia,Iran,NR,"Behboudi H et al., 2020",2014,2014.0,2014.0,2275.0,316.0,0.1389010989010989,0.007250845608137027,,,,
,,,Early to intermediate,,50-59,50-59,50.0,59.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,998.0,106.0,0.1062124248496994,0.009753029725932151,,,,
,,,Early to intermediate,,60-69,60-69,60.0,69.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,787.0,113.0,0.14358322744599747,0.012499915336037979,,,,
,,,Early to intermediate,,70-79,70-79,70.0,79.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,378.0,63.0,0.16666666666666666,0.01916848775950984,,,,
,,,Early to intermediate,,80+,80-95,80.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,112.0,20.0,0.17857142857142858,0.036189441222222216,,,,
,,,Early to intermediate,Male,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,955.0,117.0,0.1225130890052356,0.010609865606899648,,,,
,,,Early to intermediate,Female,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,1320.0,185.0,0.14015151515151514,0.009554828541040077,,,,
,,,Early to intermediate,,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,2275.0,302.0,0.13274725274725274,0.007113689623498962,,,,
,,,Late,,50-59,50-59,50.0,59.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,998.0,5.0,0.00501002004008016,0.0022349294302941524,,,,
,,,Late,,60-69,60-69,60.0,69.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,787.0,3.0,0.0038119440914866584,0.0021966282275746934,,,,
,,,Late,,70-79,70-79,70.0,79.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,378.0,3.0,0.007936507936507936,0.004563925657026152,,,,
,,,Late,,80+,80-95,80.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,112.0,3.0,0.026785714285714284,0.015256216471818476,,,,
,,,Late,Male,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,955.0,8.0,0.008376963350785341,0.0029492726649382166,,,,
,,,Late,Female,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,1320.0,6.0,0.004545454545454545,0.0018514518030760207,,,,
,,,Late,,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,2275.0,14.0,0.006153846153846154,0.0016396161881837659,,,,
,,,Any,,50-59,50-59,50.0,59.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,998.0,111.0,0.11122244488977956,0.009952392318847566,,,,
,,,Any,,60-69,60-69,60.0,69.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,787.0,116.0,0.1473951715374841,0.012636539410197059,,,,
,,,Any,,70-79,70-79,70.0,79.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,378.0,66.0,0.1746031746031746,0.01952592267069545,,,,
,,,Any,,80+,80-95,80.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,112.0,23.0,0.20535714285714285,0.03817085494554782,,,,
,,,Any,Male,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,955.0,125.0,0.13089005235602094,0.01091412680552012,,,,
,,,Any,Female,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,1320.0,191.0,0.14469696969696969,0.009682840048621313,,,,
,,,Any,,50+,50-95,50.0,95.0,Asia,Iran,Asian ancestry,"Behboudi H et al., 2020",2014,2014.0,2014.0,2275.0,316.0,0.1389010989010989,0.007250845608137027,,,,
33253757.0,Wisconsin,Prevalence,Early to intermediate,,45+,45-95,45.0,95.0,Europe,France,NR,"Colijn JM et al., 2021",2006-2008,2006.0,2008.0,728.0,123.0,0.16895604395604397,0.013887791063149364,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,France,NR,"Colijn JM et al., 2021",2006-2008,2006.0,2008.0,728.0,43.0,0.059065934065934064,0.008737404552989405,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,France,NR,"Colijn JM et al., 2021",2006-2008,2006.0,2008.0,728.0,166.0,0.22802197802197802,0.015549811646898316,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,France,NR,"Colijn JM et al., 2021",2009-2013,2009.0,2013.0,978.0,200.0,0.20449897750511248,0.012897232059238631,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,France,NR,"Colijn JM et al., 2021",2009-2013,2009.0,2013.0,978.0,22.0,0.022494887525562373,0.004741677410302053,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,France,NR,"Colijn JM et al., 2021",2009-2013,2009.0,2013.0,978.0,222.0,0.22699386503067484,0.013394580072786492,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Germany,NR,"Colijn JM et al., 2021",2001-2003,2001.0,2003.0,763.0,231.0,0.30275229357798167,0.016633168961845697,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Germany,NR,"Colijn JM et al., 2021",2001-2003,2001.0,2003.0,763.0,295.0,0.38663171690694625,0.0176297895303391,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Germany,NR,"Colijn JM et al., 2021",2001-2003,2001.0,2003.0,763.0,526.0,0.6893840104849279,0.016752523589658872,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Germany,NR,"Colijn JM et al., 2021",2007-2012,2007.0,2012.0,3143.0,683.0,0.21730830416799238,0.007356332213967784,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Germany,NR,"Colijn JM et al., 2021",2007-2012,2007.0,2012.0,3143.0,1277.0,0.40629971364937956,0.008760617054734481,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Germany,NR,"Colijn JM et al., 2021",2007-2012,2007.0,2012.0,3143.0,1960.0,0.623608017817372,0.008641792545900561,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",1990-1993,1990.0,1993.0,5632.0,432.0,0.07670454545454546,0.0035460885482010616,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",1990-1993,1990.0,1993.0,5632.0,82.0,0.01455965909090909,0.0015960976146643462,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",1990-1993,1990.0,1993.0,5632.0,514.0,0.09126420454545454,0.0038374058304383495,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",2000-2002,2000.0,2002.0,2065.0,123.0,0.059564164648910414,0.0052083131044503555,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",2000-2002,2000.0,2002.0,2065.0,13.0,0.006295399515738499,0.0017405250189904172,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",2000-2002,2000.0,2002.0,2065.0,136.0,0.06585956416464891,0.005458275897543146,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",2005-2008,2005.0,2008.0,2918.0,125.0,0.04283755997258396,0.00374854339671367,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",2005-2008,2005.0,2008.0,2918.0,7.0,0.002398903358464702,0.0009056120475411241,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Netherlands,NR,"Colijn JM et al., 2021",2005-2008,2005.0,2008.0,2918.0,132.0,0.045236463331048665,0.0038472427535547796,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Portugal,NR,"Colijn JM et al., 2021",2012-2013,2012.0,2013.0,873.0,146.0,0.1672394043528064,0.012630550155600223,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Portugal,NR,"Colijn JM et al., 2021",2012-2013,2012.0,2013.0,873.0,4.0,0.004581901489117984,0.0022856962634559817,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Portugal,NR,"Colijn JM et al., 2021",2012-2013,2012.0,2013.0,873.0,150.0,0.1718213058419244,0.012767133882001064,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,France,European ancestry,"Colijn JM et al., 2021",2006-2008,2006.0,2008.0,728.0,123.0,0.16895604395604397,0.013887791063149364,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,France,European ancestry,"Colijn JM et al., 2021",2006-2008,2006.0,2008.0,728.0,43.0,0.059065934065934064,0.008737404552989405,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,France,European ancestry,"Colijn JM et al., 2021",2006-2008,2006.0,2008.0,728.0,166.0,0.22802197802197802,0.015549811646898316,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,France,European ancestry,"Colijn JM et al., 2021",2009-2013,2009.0,2013.0,978.0,200.0,0.20449897750511248,0.012897232059238631,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,France,European ancestry,"Colijn JM et al., 2021",2009-2013,2009.0,2013.0,978.0,22.0,0.022494887525562373,0.004741677410302053,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,France,European ancestry,"Colijn JM et al., 2021",2009-2013,2009.0,2013.0,978.0,222.0,0.22699386503067484,0.013394580072786492,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Germany,European ancestry,"Colijn JM et al., 2021",2001-2003,2001.0,2003.0,763.0,231.0,0.30275229357798167,0.016633168961845697,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Germany,European ancestry,"Colijn JM et al., 2021",2001-2003,2001.0,2003.0,763.0,295.0,0.38663171690694625,0.0176297895303391,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Germany,European ancestry,"Colijn JM et al., 2021",2001-2003,2001.0,2003.0,763.0,526.0,0.6893840104849279,0.016752523589658872,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Germany,European ancestry,"Colijn JM et al., 2021",2007-2012,2007.0,2012.0,3143.0,683.0,0.21730830416799238,0.007356332213967784,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Germany,European ancestry,"Colijn JM et al., 2021",2007-2012,2007.0,2012.0,3143.0,1277.0,0.40629971364937956,0.008760617054734481,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Germany,European ancestry,"Colijn JM et al., 2021",2007-2012,2007.0,2012.0,3143.0,1960.0,0.623608017817372,0.008641792545900561,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",1990-1993,1990.0,1993.0,5632.0,432.0,0.07670454545454546,0.0035460885482010616,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",1990-1993,1990.0,1993.0,5632.0,82.0,0.01455965909090909,0.0015960976146643462,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",1990-1993,1990.0,1993.0,5632.0,514.0,0.09126420454545454,0.0038374058304383495,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",2000-2002,2000.0,2002.0,2065.0,123.0,0.059564164648910414,0.0052083131044503555,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",2000-2002,2000.0,2002.0,2065.0,13.0,0.006295399515738499,0.0017405250189904172,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",2000-2002,2000.0,2002.0,2065.0,136.0,0.06585956416464891,0.005458275897543146,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",2005-2008,2005.0,2008.0,2918.0,125.0,0.04283755997258396,0.00374854339671367,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",2005-2008,2005.0,2008.0,2918.0,7.0,0.002398903358464702,0.0009056120475411241,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Netherlands,European ancestry,"Colijn JM et al., 2021",2005-2008,2005.0,2008.0,2918.0,132.0,0.045236463331048665,0.0038472427535547796,,,,
,,,Early to intermediate,,45+,45-95,45.0,95.0,Europe,Portugal,European ancestry,"Colijn JM et al., 2021",2012-2013,2012.0,2013.0,873.0,146.0,0.1672394043528064,0.012630550155600223,,,,
,,,Late,,45+,45-95,45.0,95.0,Europe,Portugal,European ancestry,"Colijn JM et al., 2021",2012-2013,2012.0,2013.0,873.0,4.0,0.004581901489117984,0.0022856962634559817,,,,
,,,Any,,45+,45-95,45.0,95.0,Europe,Portugal,European ancestry,"Colijn JM et al., 2021",2012-2013,2012.0,2013.0,873.0,150.0,0.1718213058419244,0.012767133882001064,,,,
33737032.0,Beckman,Prevalence,Any,Male,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1898.0,302.0,0.15911485774499473,0.008396061341074755,,,,
,,,Any,Male,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1211.0,287.0,0.23699421965317918,0.012219704934672955,,,,
,,,Any,Male,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,435.0,160.0,0.367816091954023,0.02312024611359742,,,,
,,,Any,Male,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,3544.0,748.0,0.2110609480812641,0.006854547852562189,,,,
,,,Any,Female,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,2168.0,280.0,0.12915129151291513,0.0072026298053710965,,,,
,,,Any,Female,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1489.0,360.0,0.24177300201477503,0.011095737524378374,,,,
,,,Any,Female,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,518.0,218.0,0.42084942084942084,0.021691732221217456,,,,
,,,Any,Female,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4175.0,860.0,0.2059880239520958,0.006259019033935211,,,,
,,,Any,,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4066.0,581.0,0.14289227742252827,0.005488306992485098,,,,
,,,Any,,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,2700.0,648.0,0.24,0.008219218670625302,,,,
,,,Any,,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,953.0,378.0,0.39664218258132217,0.015846759662237083,,,,
,,,Any,,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,7719.0,1606.0,0.20805803860603705,0.0046201747997659135,,,,
,,,Early,Male,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1898.0,186.0,0.09799789251844046,0.006824393177760973,,,,
,,,Early,Male,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1211.0,137.0,0.11312964492155243,0.009102196555320559,,,,
,,,Early,Male,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,435.0,53.0,0.12183908045977011,0.015683237917245834,,,,
,,,Early,Male,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,3544.0,376.0,0.10609480812641084,0.005173041221397899,,,,
,,,Early,Female,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,2168.0,186.0,0.08579335793357934,0.006014774923018023,,,,
,,,Early,Female,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1489.0,182.0,0.12222968435191403,0.008488509541402614,,,,
,,,Early,Female,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,518.0,89.0,0.1718146718146718,0.01657406393426434,,,,
,,,Early,Female,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4175.0,455.0,0.1089820359281437,0.00482272444613803,,,,
,,,Early,,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4066.0,370.0,0.09099852434825381,0.004510407512176281,,,,
,,,Early,,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,2700.0,319.0,0.11814814814814815,0.0062119706194396955,,,,
,,,Early,,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,953.0,142.0,0.14900314795383002,0.011534937569674332,,,,
,,,Early,,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,7719.0,834.0,0.10804508356004663,0.003533405137997224,,,,
,,,Intermediate,Male,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1898.0,114.0,0.06006322444678609,0.005453879503770175,,,,
,,,Intermediate,Male,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1211.0,140.0,0.11560693641618497,0.009188455969067866,,,,
,,,Intermediate,Male,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,435.0,94.0,0.2160919540229885,0.019733641351443253,,,,
,,,Intermediate,Male,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,3544.0,347.0,0.09791196388261851,0.004992240344781503,,,,
,,,Intermediate,Female,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,2168.0,91.0,0.04197416974169742,0.004306753621956616,,,,
,,,Intermediate,Female,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1489.0,174.0,0.11685695097380792,0.008325214920997607,,,,
,,,Intermediate,Female,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,518.0,119.0,0.22972972972972974,0.018482694661385652,,,,
,,,Intermediate,Female,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4175.0,384.0,0.09197604790419162,0.004472576573013062,,,,
,,,Intermediate,,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4066.0,207.0,0.05090998524348254,0.003447239842215326,,,,
,,,Intermediate,,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,2700.0,313.0,0.11592592592592593,0.006161021609132773,,,,
,,,Intermediate,,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,953.0,213.0,0.22350472193074503,0.013494795592576426,,,,
,,,Intermediate,,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,7719.0,733.0,0.09496048710972924,0.0033367580476232183,,,,
,,,Early to intermediate,Male,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1898.0,300.0,0.15806111696522657,0.008373455231420825,,,,
,,,Early to intermediate,Male,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1211.0,277.0,0.22873658133773742,0.012069717574370656,,,,
,,,Early to intermediate,Male,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,435.0,147.0,0.33793103448275863,0.02267884985711958,,,,
,,,Early to intermediate,Male,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,3544.0,723.0,0.20400677200902934,0.0067690874049288075,,,,
,,,Early to intermediate,Female,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,2168.0,277.0,0.12776752767527674,0.007169629807788592,,,,
,,,Early to intermediate,Female,60-69,60-69,60.0,69.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,1489.0,356.0,0.23908663532572197,0.011053451431062141,,,,
,,,Early to intermediate,Female,70+,70-95,70.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,518.0,208.0,0.4015444015444015,0.02153862002928522,,,,
,,,Early to intermediate,Female,50+,50-95,50.0,95.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4175.0,839.0,0.20095808383233532,0.006201678976349368,,,,
,,,Early to intermediate,,50-59,50-59,50.0,59.0,Asia,China,NR,"Xue CC et al., 2021",2017-2019,2017.0,2019.0,4066.0,577.0,0.14190850959173634,0.0054725196525065535,,,,
